scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,88.08489227294922,53.912925720214844,0.9999998807907104,75.37096405029297,47.49478530883789,1.0,78.57793426513672,60.95415115356445,1.0,71.66654205322266,55.55023193359375,1.0,64.40618896484375,56.917606353759766,1.0,56.124610900878906,57.45903015136719,1.0,48.081417083740234,59.11140060424805,1.0,38.401344299316406,60.24945831298828,1.0,29.206634521484375,59.37071228027344,1.0,11.436686515808105,63.6840705871582,1.0,-0.2631950378417969,75.09632873535156,0.9897506237030029,0.20467758178710938,93.0560073852539,0.9737018346786499
1,90.95968627929688,55.929115295410156,0.9999982118606567,77.08399963378906,50.50200653076172,1.0,77.7391586303711,64.96410369873047,1.0,72.19033813476562,57.942691802978516,1.0,64.7062759399414,57.555355072021484,1.0,56.106468200683594,58.10451889038086,1.0,48.051856994628906,58.260284423828125,0.9999997615814209,37.451202392578125,56.9349250793457,1.0,28.103466033935547,56.44415283203125,1.0,11.286535263061523,59.241424560546875,1.0,0.40166258811950684,70.49396514892578,0.9964390993118286,1.0898280143737793,89.55281066894531,0.9362033605575562
2,90.68473815917969,55.89630126953125,0.9999993443489075,77.46991729736328,48.98468780517578,1.0,79.14439392089844,62.652076721191406,1.0,72.77055358886719,57.0721435546875,1.0,65.28857421875,58.555824279785156,1.0,57.20792770385742,57.71499252319336,1.0,48.45761489868164,56.91360855102539,0.9999996423721313,37.92348861694336,56.43175506591797,1.0,29.24826431274414,55.37604522705078,1.0,12.017963409423828,58.87052536010742,1.0,1.2537822723388672,69.3498764038086,0.9992169141769409,1.7897725105285645,88.13804626464844,0.9212818741798401
3,83.48609924316406,64.42697143554688,0.9999991655349731,72.55928802490234,52.90361022949219,1.0,68.96947479248047,65.45060729980469,1.0,66.99629974365234,59.321842193603516,1.0,61.00745391845703,57.94583511352539,1.0,54.950496673583984,56.06045913696289,1.0,46.32135772705078,54.5905647277832,1.0,36.187129974365234,54.4896125793457,1.0,28.529130935668945,52.638065338134766,1.0,11.983527183532715,55.34328842163086,1.0,1.08957839012146,66.58556365966797,0.9992931485176086,1.302119493484497,84.91197967529297,0.9693105816841125
4,59.044368743896484,91.5577621459961,1.0,60.47557067871094,74.45230865478516,1.0,49.268795013427734,78.5508041381836,1.0,55.100521087646484,73.05824279785156,1.0,54.43312072753906,66.48300170898438,1.0,52.17675018310547,58.71753692626953,1.0,46.62717819213867,52.86795425415039,1.0,37.33829879760742,49.22715759277344,1.0,30.772844314575195,45.127716064453125,1.0,13.8532075881958,38.67497634887695,1.0,2.921884536743164,44.35981750488281,0.8077142238616943,1.3724932670593262,61.94694519042969,0.09564387798309326
5,37.53200912475586,100.51398468017578,0.9999598264694214,47.1705322265625,89.88941955566406,0.9999980926513672,35.875755310058594,86.60546112060547,1.0,43.02410888671875,84.8558349609375,1.0,45.44114685058594,76.47561645507812,1.0,47.71422576904297,66.54931640625,1.0,45.389583587646484,56.93626022338867,1.0,40.4775276184082,49.84977722167969,1.0,33.64781951904297,41.4317626953125,1.0,19.842504501342773,26.45946502685547,0.9999992847442627,12.098404884338379,21.393138885498047,0.9855786561965942,3.234920024871826,43.98691940307617,0.00689813494682312
6,39.73460006713867,102.4402847290039,0.9999508857727051,47.577152252197266,90.99699401855469,0.9999996423721313,35.92059326171875,87.4142837524414,1.0,42.96742248535156,85.72956085205078,1.0,44.904903411865234,77.07136535644531,1.0,47.02680206298828,66.96973419189453,1.0,45.74394226074219,57.888668060302734,1.0,42.41450500488281,49.415611267089844,1.0,35.383460998535156,41.35755920410156,1.0,22.250158309936523,23.326580047607422,0.9999935626983643,13.844624519348145,19.82476043701172,0.998376190662384,3.7945632934570312,42.577762603759766,0.010387808084487915
7,21.774202346801758,87.98269653320312,0.0071537792682647705,32.03776168823242,90.48892974853516,1.0,23.637374877929688,80.70848846435547,1.0,31.38608741760254,83.22541046142578,1.0,36.92356491088867,75.7463607788086,1.0,41.44919967651367,68.51480865478516,1.0,43.14595413208008,59.00349044799805,1.0,43.17697525024414,49.856292724609375,1.0,37.651668548583984,39.04587936401367,1.0,27.75213623046875,22.354137420654297,0.9999994039535522,16.482730865478516,19.357709884643555,0.99162757396698,3.3270134925842285,29.880830764770508,0.01519078016281128
