scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,201.4369659423828,156.61167907714844,1.0,191.5299835205078,153.83595275878906,1.0,191.2521209716797,165.417724609375,1.0,188.6422576904297,159.35206604003906,1.0,180.33982849121094,159.491455078125,1.0,171.62109375,158.7928924560547,1.0,161.7335205078125,157.19915771484375,1.0,151.75653076171875,150.55645751953125,1.0,144.14732360839844,142.33290100097656,1.0,134.934814453125,124.78113555908203,1.0,121.69487762451172,113.29924774169922,1.0,103.82844543457031,105.34056854248047,1.0
1,197.06214904785156,165.435791015625,1.0,191.0946502685547,160.87103271484375,1.0,185.50579833984375,171.3717041015625,1.0,186.93646240234375,165.4775848388672,1.0,180.31455993652344,163.09893798828125,1.0,171.64089965820312,160.40647888183594,1.0,162.16217041015625,154.74705505371094,1.0,152.34469604492188,149.994384765625,1.0,144.2233123779297,142.62460327148438,1.0,134.19407653808594,124.12696838378906,1.0,120.3302230834961,113.22579956054688,1.0,101.87462615966797,105.26741790771484,1.0
2,199.5397491455078,169.5917205810547,1.0,193.30191040039062,162.6339874267578,1.0,186.30856323242188,172.004638671875,1.0,188.62506103515625,166.13470458984375,1.0,181.95570373535156,162.8838348388672,1.0,172.41969299316406,160.01869201660156,1.0,162.8325958251953,154.36097717285156,1.0,152.687255859375,150.30079650878906,1.0,144.48228454589844,142.67344665527344,1.0,134.18154907226562,124.00749969482422,1.0,120.34937286376953,113.26533508300781,1.0,101.4083251953125,105.81929016113281,1.0
3,200.38919067382812,173.6341094970703,1.0,194.9341583251953,164.53660583496094,1.0,187.11993408203125,172.09779357910156,1.0,189.69569396972656,166.37684631347656,1.0,183.00424194335938,162.67041015625,1.0,173.06277465820312,159.32960510253906,1.0,163.40040588378906,153.80685424804688,1.0,152.65878295898438,149.9498748779297,1.0,144.26686096191406,142.6125030517578,1.0,134.039794921875,124.05301666259766,1.0,120.23748016357422,113.20581817626953,1.0,101.3140640258789,106.11109161376953,1.0
4,202.13839721679688,180.0041961669922,1.0,195.33456420898438,168.46534729003906,1.0,186.9800567626953,174.86805725097656,1.0,190.55026245117188,169.4047393798828,1.0,183.2408447265625,164.52566528320312,1.0,174.34617614746094,160.3766632080078,1.0,164.37969970703125,154.06849670410156,1.0,153.00088500976562,149.7566680908203,1.0,144.10545349121094,142.15069580078125,1.0,133.84300231933594,123.6583251953125,1.0,119.01179504394531,113.03016662597656,1.0,100.57483673095703,105.83421325683594,1.0
5,195.1129608154297,149.4695281982422,1.0,184.0047607421875,154.44009399414062,1.0,190.35028076171875,165.4811248779297,1.0,185.3271026611328,162.3792724609375,1.0,176.1012420654297,165.8198699951172,1.0,166.1541748046875,164.63394165039062,1.0,156.9668731689453,161.30113220214844,1.0,147.0704345703125,154.12261962890625,1.0,143.3843231201172,144.19631958007812,1.0,131.9903106689453,125.6189956665039,1.0,117.9136734008789,114.58585357666016,1.0,100.33969116210938,105.76781463623047,1.0
6,175.67515563964844,123.06859588623047,1.0,169.48265075683594,137.3175506591797,1.0,181.5699920654297,141.9649658203125,1.0,175.39974975585938,143.7035675048828,1.0,170.7866668701172,152.51820373535156,1.0,164.23843383789062,158.48446655273438,1.0,155.59918212890625,159.25453186035156,1.0,146.85220336914062,153.4681396484375,1.0,142.4093780517578,142.7930908203125,1.0,128.8522491455078,124.8451919555664,1.0,116.92634582519531,117.16845703125,1.0,101.00171661376953,110.11126708984375,1.0
7,158.07760620117188,109.18714141845703,1.0,153.7710723876953,128.17587280273438,1.0,171.4427490234375,123.49815368652344,1.0,163.62301635742188,131.18020629882812,1.0,163.5339813232422,140.27468872070312,1.0,162.35743713378906,147.4181671142578,1.0,158.8921661376953,151.5338134765625,0.9999985694885254,157.1678009033203,158.4417266845703,0.9998652935028076,148.51559448242188,166.03805541992188,0.9984769821166992,136.01339721679688,171.8150634765625,0.12401625514030457,130.99166870117188,169.81785583496094,0.004699587821960449,127.94155883789062,167.6234130859375,3.033396296814317e-06
