scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,241.75213623046875,180.6910400390625,1.0,233.3008270263672,183.83168029785156,1.0,236.8504638671875,195.86529541015625,1.0,232.1952362060547,191.1913299560547,0.9999998807907104,224.87913513183594,195.5557861328125,0.9999988079071045,214.8689422607422,197.9105987548828,0.9999996423721313,204.76060485839844,197.44398498535156,0.9999967217445374,193.8436279296875,192.71847534179688,0.9999975562095642,186.39276123046875,182.57655334472656,1.0,170.87200927734375,179.12269592285156,1.0,157.40748596191406,166.11233520507812,1.0,161.03512573242188,147.3616180419922,0.9999992251396179
1,230.9176025390625,192.3416748046875,0.34756216406822205,224.84791564941406,193.89639282226562,0.6754351854324341,223.1404266357422,204.8180694580078,0.8973962068557739,223.43064880371094,202.98072814941406,0.6116474866867065,213.10243225097656,202.78883361816406,0.8300385475158691,210.48745727539062,199.71243286132812,0.9998879432678223,204.92926025390625,194.47799682617188,0.999943196773529,196.8643798828125,190.44512939453125,0.999876856803894,188.1393280029297,181.81919860839844,1.0,171.28065490722656,178.7397003173828,1.0,158.42620849609375,166.04624938964844,1.0,160.66232299804688,147.516357421875,0.9999991655349731
2,228.99313354492188,191.89305114746094,0.803563117980957,221.87289428710938,195.82162475585938,0.9544392824172974,220.82061767578125,204.03736877441406,0.9639550447463989,220.9641876220703,202.1002655029297,0.9717989563941956,211.515869140625,202.40383911132812,0.9876580834388733,208.41580200195312,199.8912353515625,0.9999672770500183,204.26702880859375,194.5015106201172,0.9999943971633911,197.17843627929688,189.92108154296875,0.9999541640281677,188.0568084716797,181.39732360839844,1.0,171.5526123046875,177.78411865234375,1.0,158.57620239257812,165.55682373046875,1.0,160.64051818847656,146.94627380371094,0.9999961256980896
3,229.00613403320312,192.1256866455078,0.8813867568969727,222.12818908691406,195.74070739746094,0.9635001420974731,220.86788940429688,203.67469787597656,0.960827112197876,221.0025634765625,201.8858184814453,0.9718279838562012,211.47689819335938,202.4222869873047,0.9872036576271057,208.62318420410156,199.96678161621094,0.9999590516090393,204.35397338867188,194.49305725097656,0.9999938607215881,197.0581512451172,189.90679931640625,0.9999540448188782,187.9800567626953,181.1770782470703,1.0,171.2102508544922,177.7608642578125,1.0,157.94923400878906,165.5400848388672,1.0,160.03836059570312,146.6759490966797,0.9999984502792358
4,229.00296020507812,192.09085083007812,0.7892186641693115,221.8173828125,195.97091674804688,0.9344489574432373,220.38450622558594,204.0962371826172,0.9463763236999512,220.7418670654297,202.2477264404297,0.9540278911590576,211.1791229248047,202.5723419189453,0.9834495782852173,208.40707397460938,200.11666870117188,0.9999495148658752,204.337890625,194.6404266357422,0.9999937415122986,197.09619140625,190.01617431640625,0.9999542236328125,187.87425231933594,181.21527099609375,1.0,171.27000427246094,177.78076171875,1.0,157.73049926757812,165.7654266357422,1.0,159.47976684570312,147.23101806640625,0.9999995231628418
5,228.8819580078125,192.15072631835938,0.8415282964706421,221.7629852294922,195.7034454345703,0.9545488357543945,220.4989776611328,203.68777465820312,0.9505333304405212,220.7412872314453,201.8860321044922,0.9677510857582092,211.21548461914062,202.34117126464844,0.9888767004013062,208.36338806152344,200.013427734375,0.9999704957008362,204.1344757080078,194.57984924316406,0.9999957084655762,196.7936248779297,190.08816528320312,0.9999624490737915,187.65403747558594,181.1629638671875,1.0,171.05015563964844,177.8505859375,1.0,157.4036102294922,165.6065673828125,1.0,159.03216552734375,146.8375701904297,0.9999995231628418
6,228.748046875,192.27842712402344,0.8725693225860596,221.86892700195312,196.02413940429688,0.954370379447937,220.52920532226562,203.9196319580078,0.9612658619880676,220.77854919433594,202.08889770507812,0.9759782552719116,211.2985382080078,202.6123504638672,0.9925684332847595,208.34510803222656,200.27940368652344,0.9999688863754272,203.9759979248047,194.63043212890625,0.9999951720237732,196.74310302734375,190.11436462402344,0.9999544024467468,187.7180938720703,181.09039306640625,1.0,171.11341857910156,177.51502990722656,1.0,157.3407440185547,165.3824920654297,1.0,159.02993774414062,146.3564910888672,0.9999992847442627
7,229.2259521484375,191.32192993164062,0.9401283264160156,221.76852416992188,192.00978088378906,0.9718819856643677,222.54640197753906,201.8816375732422,0.9820505976676941,221.1243438720703,196.88612365722656,0.9968258142471313,213.61215209960938,197.65135192871094,0.9986294507980347,210.02732849121094,196.10733032226562,0.9999980926513672,204.9131622314453,190.70140075683594,0.9999948740005493,197.9347381591797,185.83567810058594,0.9999891519546509,188.22447204589844,179.13333129882812,1.0,172.74522399902344,174.25497436523438,1.0,158.12681579589844,163.84388732910156,1.0,161.41790771484375,143.14048767089844,0.9999940395355225
