scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,124.26958465576172,101.59599304199219,1.0,124.46099853515625,118.54454040527344,1.0,140.4823760986328,111.38522338867188,1.0,134.83042907714844,119.72178649902344,1.0,138.6018829345703,126.71662902832031,1.0,139.0046844482422,133.486083984375,1.0,137.33993530273438,140.865966796875,1.0,134.9551239013672,145.66604614257812,1.0,126.89201354980469,150.94700622558594,1.0,110.85185241699219,155.10887145996094,1.0,99.66908264160156,157.52027893066406,1.0,96.2427978515625,148.39007568359375,0.9999877214431763
1,103.06549072265625,116.8834457397461,1.0,111.62931823730469,129.5111541748047,1.0,117.10319519042969,116.69906616210938,1.0,119.98990631103516,125.4958724975586,1.0,126.54857635498047,129.56822204589844,1.0,130.85589599609375,133.44305419921875,1.0,136.3424835205078,139.2395477294922,1.0,136.64210510253906,146.2171173095703,1.0,132.7483673095703,154.99728393554688,1.0,123.28280639648438,165.66021728515625,1.0,110.20596313476562,170.69578552246094,1.0,100.88513946533203,170.68453979492188,0.9349614977836609
2,87.37258911132812,128.1033935546875,1.0,99.22895812988281,136.5166473388672,1.0,98.67156219482422,122.81085968017578,1.0,102.91966247558594,130.22386169433594,1.0,111.9345703125,131.0117645263672,1.0,122.52684020996094,133.2776336669922,1.0,131.55685424804688,137.3347930908203,1.0,135.88368225097656,144.82861328125,1.0,138.600341796875,154.7811737060547,1.0,129.103271484375,167.14938354492188,0.9999557733535767,118.37084197998047,176.58242797851562,0.9999942779541016,109.065673828125,175.84458923339844,0.9978374242782593
3,85.35299682617188,130.29473876953125,1.0,99.95271301269531,138.6431427001953,1.0,100.01439666748047,125.06481170654297,1.0,103.95133209228516,131.4132080078125,1.0,113.23358154296875,132.52569580078125,1.0,124.06527709960938,134.0079345703125,1.0,131.79959106445312,138.05337524414062,1.0,135.84616088867188,145.02626037597656,1.0,136.09902954101562,154.1539764404297,1.0,129.15972900390625,167.95184326171875,0.9999849796295166,119.03836822509766,178.00682067871094,0.9999876618385315,110.89227294921875,177.67494201660156,0.9833003282546997
4,100.403076171875,113.86027526855469,1.0,108.23125457763672,131.4295654296875,1.0,118.61573791503906,117.62747955322266,1.0,118.294189453125,127.07552337646484,1.0,123.4730453491211,130.70901489257812,1.0,129.3883514404297,136.02247619628906,1.0,134.98548889160156,140.26315307617188,1.0,136.20127868652344,146.59823608398438,1.0,133.90011596679688,154.7154998779297,1.0,128.31387329101562,167.25906372070312,0.9999995231628418,117.298095703125,178.26405334472656,1.0,109.52787780761719,178.702392578125,0.9999634027481079
5,107.72508239746094,117.4404525756836,0.9999998211860657,108.2467269897461,131.9819793701172,1.0,120.9842300415039,122.21115112304688,0.9999983310699463,118.99449157714844,128.92611694335938,1.0,124.5454330444336,134.24664306640625,1.0,130.13621520996094,139.54335021972656,1.0,134.7591094970703,144.4942626953125,0.9999994039535522,136.07473754882812,149.04498291015625,1.0,133.0362548828125,155.3683319091797,1.0,125.5019302368164,169.3165740966797,0.9999994039535522,117.13320922851562,179.2305145263672,1.0,109.6436767578125,179.88482666015625,0.9999914765357971
6,122.1370849609375,113.4638900756836,1.0,117.5316162109375,132.34674072265625,1.0,134.181396484375,126.72539520263672,0.9999990463256836,128.65696716308594,133.98785400390625,1.0,132.14010620117188,140.34149169921875,1.0,133.4043426513672,146.2567138671875,1.0,134.59584045410156,149.83132934570312,1.0,132.2899932861328,154.61087036132812,1.0,127.68095397949219,161.13865661621094,1.0,119.91783142089844,171.36978149414062,0.9999996423721313,111.60079956054688,180.20639038085938,1.0,110.47764587402344,178.35289001464844,0.9771367311477661
7,161.98887634277344,125.98816680908203,1.0,148.55474853515625,128.6353302001953,1.0,156.19277954101562,142.8175506591797,1.0,148.48997497558594,139.00259399414062,1.0,142.3111572265625,142.86666870117188,1.0,136.12918090820312,146.69801330566406,1.0,131.08419799804688,152.22227478027344,1.0,128.272705078125,156.65316772460938,1.0,123.67207336425781,162.28512573242188,1.0,117.20587921142578,171.607666015625,1.0,109.22035217285156,180.5915069580078,1.0,106.74713134765625,183.86090087890625,0.987506628036499
