scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,91.68563079833984,185.46527099609375,5.3530631703324616e-05,104.19309997558594,186.6191864013672,1.0,90.65601348876953,180.6626434326172,1.0,99.47551727294922,180.96142578125,1.0,108.21327209472656,175.00726318359375,1.0,117.63858795166016,168.42877197265625,1.0,126.24906158447266,163.02972412109375,1.0,136.9390869140625,155.56333923339844,1.0,144.2475128173828,146.6376190185547,1.0,159.91336059570312,130.68267822265625,1.0,173.990478515625,117.31838989257812,1.0,188.7753143310547,102.18270874023438,1.0
1,181.83834838867188,89.1274642944336,1.861462465058139e-06,121.2997817993164,183.873779296875,1.0,106.71705627441406,181.00489807128906,1.0,115.6151123046875,180.203125,1.0,119.01146697998047,171.62127685546875,1.0,124.59709167480469,163.1752166748047,1.0,132.5786590576172,155.85394287109375,1.0,140.28521728515625,148.38401794433594,1.0,147.72462463378906,139.6604766845703,1.0,159.08285522460938,121.3663101196289,0.9999997615814209,171.83798217773438,107.75123596191406,1.0,185.55386352539062,89.48646545410156,1.0
2,146.3140411376953,157.72476196289062,2.5567323973518796e-06,143.367919921875,174.13685607910156,1.0,128.543701171875,179.35671997070312,1.0,134.77716064453125,173.0883331298828,1.0,131.66650390625,167.7735137939453,1.0,131.04940795898438,160.04139709472656,1.0,134.62985229492188,151.0459442138672,1.0,139.62867736816406,142.2012939453125,1.0,147.9011688232422,134.23721313476562,1.0,157.47885131835938,118.2990493774414,1.0,171.560302734375,106.86360168457031,1.0,184.40399169921875,92.1463623046875,1.0
3,163.76597595214844,183.27212524414062,0.9999982714653015,155.03067016601562,177.671142578125,1.0,146.17298889160156,185.64646911621094,1.0,148.83140563964844,180.16934204101562,1.0,143.58673095703125,174.3229522705078,1.0,137.29144287109375,166.18028259277344,1.0,135.2296905517578,155.04026794433594,1.0,135.35682678222656,145.4232940673828,1.0,138.27001953125,133.31556701660156,1.0,143.4962921142578,110.19316864013672,0.9999991655349731,156.091552734375,91.72502899169922,1.0,170.94296264648438,82.37838745117188,0.9999995231628418
4,178.4781951904297,161.66192626953125,1.0,167.26670837402344,165.50790405273438,1.0,172.03306579589844,176.19180297851562,1.0,166.60011291503906,173.06695556640625,1.0,157.16156005859375,173.61802673339844,1.0,147.3554229736328,171.2967987060547,1.0,138.43309020996094,165.81802368164062,1.0,130.99510192871094,156.86154174804688,1.0,126.34938049316406,145.50218200683594,1.0,116.79551696777344,127.81163024902344,1.0,110.57306671142578,108.3321304321289,1.0,124.0304946899414,89.30308532714844,0.9999796152114868
5,191.9945831298828,150.1403045654297,1.0,180.66746520996094,155.30947875976562,1.0,187.92596435546875,168.02613830566406,1.0,180.66444396972656,164.24371337890625,1.0,171.3424530029297,169.85745239257812,1.0,159.34909057617188,172.01385498046875,1.0,146.79107666015625,172.3008270263672,1.0,133.14501953125,171.04403686523438,1.0,123.525146484375,162.4588165283203,1.0,100.51700592041016,160.25015258789062,1.0,83.08943939208984,150.4853973388672,1.0,82.39323425292969,126.16130828857422,1.0
6,196.1185302734375,138.02520751953125,1.0,183.89578247070312,145.51968383789062,1.0,193.44703674316406,157.01123046875,1.0,185.14553833007812,154.99642944335938,1.0,176.40744018554688,161.16574096679688,1.0,165.58592224121094,165.32144165039062,1.0,154.55877685546875,167.3731689453125,1.0,142.1487274169922,171.3213653564453,1.0,129.60379028320312,169.24607849121094,1.0,106.11963653564453,175.63645935058594,0.9999789595603943,82.2690658569336,176.5067596435547,1.0,72.70426177978516,157.8551483154297,1.0
7,220.769775390625,146.1181640625,1.0,208.84201049804688,149.6783905029297,1.0,214.4939422607422,163.02175903320312,1.0,207.10293579101562,158.96946716308594,1.0,198.22647094726562,161.04824829101562,1.0,184.92913818359375,164.07388305664062,1.0,173.86399841308594,166.87449645996094,1.0,162.37820434570312,169.33203125,1.0,150.8439483642578,171.43055725097656,1.0,131.92752075195312,181.63626098632812,0.9999884366989136,107.03982543945312,186.60255432128906,0.9998133778572083,90.60062408447266,175.85720825195312,1.0
