scorer,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000,DLC_resnet50_deeplabcut-testSep29shuffle1_1030000
bodyparts,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,body1,body1,body1,body2,body2,body2,body3,body3,body3,body4,body4,body4,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,160.86083984375,123.66507720947266,1.0,178.95587158203125,128.87242126464844,1.0,174.90171813964844,115.41825103759766,1.0,181.40866088867188,121.63800048828125,1.0,189.39805603027344,116.5405044555664,1.0,196.94924926757812,110.35637664794922,1.0,201.43948364257812,100.13443756103516,1.0,202.28367614746094,89.90309143066406,1.0,202.23733520507812,76.40166473388672,1.0,203.81478881835938,57.37328338623047,1.0,205.42469787597656,39.94373321533203,1.0,198.06570434570312,22.908191680908203,0.9999944567680359
1,155.60398864746094,111.57292175292969,1.0,170.48768615722656,123.08122253417969,1.0,169.87152099609375,109.05350494384766,1.0,173.90869140625,115.50630187988281,1.0,182.68092346191406,112.22911071777344,1.0,191.30288696289062,106.95967102050781,1.0,200.66860961914062,99.2783432006836,1.0,204.62586975097656,89.63546752929688,1.0,210.91017150878906,78.90434265136719,1.0,221.3291778564453,60.398826599121094,1.0,226.9635772705078,44.06679153442383,0.9999679327011108,225.150146484375,21.558242797851562,0.9998708963394165
2,148.21029663085938,76.3409194946289,1.0,152.70704650878906,96.16655731201172,1.0,163.45860290527344,84.66143798828125,1.0,160.867919921875,94.23745727539062,1.0,170.7506561279297,96.02653503417969,1.0,182.31431579589844,97.3603286743164,1.0,193.29112243652344,96.3915023803711,1.0,203.38507080078125,91.34366607666016,1.0,213.7067413330078,85.6532974243164,1.0,232.53074645996094,78.86840057373047,1.0,247.42828369140625,68.89625549316406,1.0,255.5625457763672,53.44466018676758,1.0
3,114.97972869873047,59.18021774291992,1.0,120.96641540527344,76.29652404785156,1.0,132.61846923828125,66.20721435546875,1.0,129.57049560546875,73.3409652709961,1.0,139.10484313964844,77.86239624023438,1.0,150.41258239746094,84.808349609375,1.0,161.33062744140625,90.19218444824219,0.9999997615814209,174.33938598632812,93.58622741699219,0.9999997615814209,188.97955322265625,98.69620513916016,1.0,208.28439331054688,102.21163940429688,1.0,229.68446350097656,98.48960876464844,1.0,246.81732177734375,86.1653060913086,1.0
4,78.13754272460938,46.08723068237305,1.0,85.32484436035156,59.058162689208984,1.0,93.48297119140625,46.773014068603516,1.0,93.0694351196289,54.82277297973633,1.0,102.93767547607422,58.51401138305664,1.0,113.86276245117188,64.99971771240234,1.0,125.52349090576172,70.38155364990234,1.0,139.80923461914062,77.12678527832031,1.0,152.70379638671875,85.25001525878906,1.0,171.90577697753906,93.71247100830078,1.0,194.55589294433594,100.49259185791016,1.0,219.26512145996094,99.04512786865234,1.0
5,45.208229064941406,35.76798629760742,1.0,53.8166389465332,49.81862258911133,1.0,59.68068313598633,36.29209899902344,1.0,60.13908386230469,45.72389602661133,1.0,69.0178451538086,47.966094970703125,1.0,79.73771667480469,54.144378662109375,1.0,91.91860961914062,59.820556640625,1.0,104.95124816894531,65.656494140625,1.0,117.58556365966797,72.41777801513672,1.0,136.6233673095703,87.4910888671875,1.0,158.61888122558594,101.6461410522461,0.9999996423721313,183.90158081054688,106.3184585571289,1.0
6,41.05815124511719,61.79557800292969,1.0,54.47503662109375,67.57218933105469,1.0,47.511512756347656,54.67780685424805,1.0,54.51517868041992,59.52602005004883,1.0,66.1803970336914,58.03752136230469,1.0,78.76172637939453,56.76363754272461,1.0,91.28042602539062,59.06412887573242,1.0,105.29785919189453,62.730037689208984,1.0,117.87486267089844,69.3798599243164,1.0,137.82518005371094,79.95511627197266,1.0,158.05734252929688,93.56527709960938,0.9999995827674866,184.60215759277344,97.62174987792969,1.0
7,39.233402252197266,60.58252716064453,1.0,54.54922103881836,66.64095306396484,1.0,46.93770217895508,52.52785873413086,1.0,55.06794357299805,58.29469299316406,1.0,66.99481964111328,56.976776123046875,1.0,80.72341918945312,55.58951950073242,1.0,93.23294067382812,57.31401824951172,0.9999970197677612,108.03594970703125,61.21581268310547,1.0,121.28583526611328,66.55322265625,1.0,140.71832275390625,76.20909881591797,1.0,161.77711486816406,86.91519165039062,1.0,186.3278350830078,93.4911117553711,1.0
